A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
3824,0,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,1,2,0,0
3825,1,0,0,0,0,0,1,1,0,0,2,2,2,0,2,1,1,0,0,2
3826,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,2,0
3827,0,0,0,1,0,2,0,1,0,0,1,0,0,2,0,0,0,1,1,2
3828,0,0,0,0,0,2,2,0,2,0,1,0,0,2,2,1,1,1,2,0
3829,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,2
3830,2,0,0,0,0,0,2,0,2,2,2,0,0,2,0,2,0,0,0,0
3831,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
3832,0,2,0,2,0,0,0,0,1,0,1,0,2,2,2,2,2,0,2,0
3833,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0
3834,2,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,1,1,1,2
3835,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3836,1,1,0,0,2,2,2,2,2,1,0,2,0,2,0,2,1,0,2,0
3837,1,0,1,1,0,2,1,0,1,0,0,0,2,0,0,1,0,2,0,0
3838,2,1,0,2,2,0,2,0,2,1,0,0,2,1,0,0,0,1,1,0
3839,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,1,2,2,2,1
3840,0,1,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2
3841,0,1,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,2,2,0
3842,0,0,0,2,0,2,2,0,0,1,0,2,0,0,1,0,0,1,1,0
3843,2,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,2,1,2,0
3844,0,2,2,0,0,0,1,0,2,0,2,2,2,0,0,2,0,1,2,2
3845,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1,0,1,0
3846,0,2,1,0,0,2,2,0,2,0,0,0,2,0,0,0,1,2,0,1
3847,2,0,2,0,0,0,1,0,0,0,2,1,1,2,0,0,0,0,2,0
3848,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,1,2,2
3849,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0
3850,1,0,1,0,2,2,0,1,2,0,2,0,2,0,2,0,1,0,0,2
3851,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2
3852,1,0,1,0,0,0,2,0,0,0,2,0,0,1,1,0,1,2,2,1
3853,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3854,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,2,2
3855,0,0,2,0,1,2,2,1,2,0,0,0,2,2,0,1,0,1,0,0
3856,1,0,2,0,0,2,2,0,0,1,0,2,0,2,0,2,0,1,1,2
3857,0,2,2,0,0,2,0,0,1,0,2,0,1,1,0,1,0,0,1,0
3858,1,2,0,0,2,1,0,0,1,2,2,2,0,0,0,1,0,0,0,2
3859,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3860,0,0,0,0,1,0,0,0,2,2,0,2,0,0,1,0,0,0,1,0
3861,0,1,0,0,0,2,2,0,0,0,1,1,1,0,0,1,0,2,2,0
3862,0,2,0,0,0,0,2,0,2,1,0,0,0,2,2,0,0,2,2,0
3863,0,2,0,1,1,2,0,0,1,0,0,0,0,1,1,1,2,2,2,2
3864,1,2,1,0,0,0,1,0,1,2,1,0,0,2,0,0,1,2,2,0
3865,0,0,2,2,0,0,1,0,0,2,2,0,0,1,1,0,2,1,2,0
3866,0,0,0,0,1,0,0,0,1,2,2,0,2,0,0,0,1,1,0,0
3867,0,0,2,2,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0
3868,0,2,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,2,0,2
3869,1,2,0,0,1,0,2,0,0,0,1,0,2,1,0,0,1,0,1,2
3870,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
3871,0,2,0,2,2,0,0,0,2,1,0,1,0,2,0,2,0,0,2,0
3872,1,1,0,0,0,0,0,1,0,0,1,1,2,2,2,1,2,2,0,0
3873,1,1,0,2,0,0,1,0,2,0,0,0,2,2,0,1,0,2,2,2
3874,2,0,0,2,0,2,0,0,2,0,0,0,2,0,2,2,1,0,0,2
3875,2,1,0,0,2,0,0,0,0,0,2,0,1,0,0,2,0,0,2,0
3876,2,0,0,0,2,2,1,1,0,1,0,2,0,2,0,1,1,0,0,0
3877,1,1,0,0,0,2,0,2,2,0,0,2,1,0,0,2,2,1,2,2
3878,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,2,0
3879,0,0,2,2,0,0,1,1,0,2,0,0,0,0,1,2,2,1,1,0
3880,0,1,1,0,1,0,2,0,1,2,0,0,0,1,0,0,1,1,2,0
3881,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2,2
3882,0,2,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,2,2
3883,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,1
3884,2,0,0,2,0,2,1,0,1,1,0,0,1,0,2,0,2,2,2,0
3885,0,0,0,0,2,0,0,1,1,1,1,0,2,0,0,0,1,2,1,1
3886,1,2,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,2
3887,0,2,2,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,1,0
3888,1,2,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0
3889,0,0,0,1,2,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0
3890,2,0,0,0,1,0,0,0,2,1,0,2,0,2,2,0,0,0,0,0
3891,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,0
3892,0,0,0,0,1,0,1,2,0,2,0,0,0,0,2,0,0,0,1,0
3893,0,0,0,0,1,2,2,0,0,0,0,0,2,0,2,0,2,1,1,1
3894,0,1,1,0,0,2,1,2,0,0,2,2,0,1,2,0,0,0,0,0
3895,0,0,0,0,0,2,0,1,2,0,2,0,1,0,2,2,0,2,2,2
3896,0,0,0,2,0,2,1,0,0,1,0,0,2,0,0,1,0,0,1,1
3897,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
3898,0,2,0,0,1,0,0,2,1,2,1,0,0,1,0,2,2,2,0,0
3899,1,0,0,0,2,2,0,2,0,0,0,1,1,2,1,2,1,0,0,0
3900,0,2,1,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0
3901,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3902,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
3903,0,1,2,0,0,2,1,0,0,2,1,0,2,2,0,2,0,0,1,0
3904,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2
3905,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0
3906,2,1,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,1,0,0
3907,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0,0,0,2,2,0
3908,1,0,2,0,0,0,2,0,1,1,2,0,1,1,0,0,0,1,0,0
3909,2,2,0,0,1,2,2,0,0,1,0,0,1,0,1,2,2,0,0,2
3910,0,1,0,1,0,2,1,0,0,2,0,1,0,0,1,1,1,0,0,0
3911,0,0,1,1,1,0,1,1,1,0,2,2,2,0,0,0,1,2,1,1
3912,0,0,0,2,0,0,2,1,1,0,0,2,2,2,0,1,0,0,2,0
3913,1,1,1,0,1,2,0,0,0,0,0,0,1,2,2,1,0,1,2,0
3914,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3915,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,1,1
3916,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1
3917,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3918,0,1,0,0,2,0,0,0,0,1,1,2,2,0,0,0,0,2,1,2
3919,2,2,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2
3920,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,1,0,2,2,1
3921,0,0,1,0,0,2,1,0,0,0,0,0,2,0,1,0,0,0,2,0
3922,1,0,0,2,0,0,0,0,1,2,2,0,0,1,0,0,1,1,2,0
3923,2,2,0,0,0,0,2,0,0,1,2,0,2,0,0,1,0,0,1,0
3924,1,1,1,0,0,1,0,2,2,2,0,0,2,0,0,1,0,0,0,0
3925,1,0,1,0,0,0,1,1,2,1,1,0,2,0,0,0,0,0,0,0
3926,1,0,1,0,1,0,0,0,0,2,2,0,0,0,1,0,2,0,2,0
3927,1,1,2,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
3928,1,2,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0
3929,0,1,0,2,0,0,1,1,0,1,0,2,1,2,0,2,0,0,0,0
3930,1,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
3931,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
3932,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1,0
3933,2,0,0,2,0,0,0,0,2,2,0,0,1,0,1,2,1,0,2,0
3934,0,0,0,0,0,1,2,2,0,0,1,0,1,0,0,1,2,0,0,0
3935,2,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0
3936,0,2,0,1,1,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0
3937,0,0,1,0,0,0,0,0,1,0,1,1,2,2,0,0,0,2,0,2
3938,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,1
3939,2,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,0,0,2,0
3940,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0
3941,2,2,2,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,1,2
3942,1,1,0,0,0,1,0,0,0,0,0,1,0,2,2,0,2,0,0,2
3943,0,2,0,0,1,2,0,1,0,0,0,0,0,2,0,2,2,0,0,0
3944,0,1,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,2
3945,0,0,0,0,0,0,2,2,1,0,0,2,1,0,2,0,0,0,0,1
3946,1,2,2,0,2,2,0,1,0,1,2,0,0,0,0,0,0,0,1,1
3947,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0
3948,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,1,2,0
3949,2,2,0,1,0,2,2,2,0,0,0,0,0,1,2,0,1,2,2,0
3950,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,2
3951,0,2,0,0,1,1,0,1,0,2,0,0,0,0,2,0,0,2,1,0
3952,0,0,0,0,1,1,0,1,2,2,0,2,1,0,1,0,0,1,0,0
3953,2,2,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
3954,1,2,0,0,0,2,1,1,2,2,0,1,0,1,0,1,0,0,0,2
3955,2,0,0,2,0,0,1,2,0,2,2,2,0,0,0,0,0,1,1,1
3956,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,0,0,2,2
3957,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,2
3958,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2
3959,0,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,1,2,1,0
3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
3961,0,0,0,2,1,0,0,0,1,2,1,0,0,0,2,0,2,2,0,0
3962,0,0,0,0,2,0,2,1,2,2,2,0,0,0,0,0,0,2,1,0
3963,0,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0
3964,0,0,1,0,1,1,0,0,0,0,0,2,1,2,2,1,0,0,2,0
3965,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,0
3966,2,2,2,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0
3967,0,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0
3968,2,0,1,0,2,0,0,0,1,0,0,0,0,1,2,2,2,2,1,1
3969,2,0,2,2,0,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0
3970,0,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0
3971,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,2,0
3972,2,0,0,0,0,0,2,0,2,2,1,1,0,0,2,0,0,0,2,2
3973,2,1,2,2,0,0,2,1,0,0,0,2,0,2,0,2,0,2,1,2
3974,0,0,1,0,2,2,0,2,0,0,0,0,0,1,0,0,2,2,1,2
3975,0,2,0,2,0,0,0,2,0,0,1,0,2,0,1,1,2,0,0,0
3976,0,0,2,0,0,1,2,1,2,0,0,0,1,1,2,1,0,0,0,2
3977,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,1,0
3978,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0
3979,0,0,0,1,0,1,1,1,0,2,0,0,0,1,1,2,1,1,2,0
3980,0,0,0,0,1,0,0,2,0,1,0,1,0,0,2,2,0,1,2,0
3981,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1
3982,0,2,2,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2
3983,0,0,1,0,0,0,1,0,2,0,1,1,2,2,0,2,0,1,0,0
3984,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,2
3985,2,0,2,0,0,0,2,1,0,2,0,1,0,0,0,0,2,0,1,2
3986,0,0,0,1,0,1,2,1,0,0,2,0,0,0,1,2,1,2,0,1
3987,0,0,1,0,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,1
3988,0,1,0,0,0,0,0,2,2,0,0,0,2,2,0,1,0,0,2,2
3989,2,1,1,0,0,0,0,1,0,0,1,0,2,1,2,0,0,1,0,2
3990,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
3991,0,0,1,0,0,2,1,0,1,0,2,0,0,1,1,2,1,2,2,2
3992,0,0,0,0,1,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0
3993,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,2,0
3994,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
3995,0,0,0,2,0,0,1,2,0,1,0,0,0,2,1,2,0,2,0,0
3996,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3997,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0
3998,2,0,2,1,0,0,1,0,1,1,1,0,0,0,2,0,1,1,0,1
3999,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0
4000,0,1,0,2,0,0,0,0,0,2,1,0,2,0,1,1,0,0,2,0
4001,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,2,2
4002,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0
4003,0,2,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4004,0,0,0,0,2,0,2,0,1,0,2,2,0,2,0,1,1,0,0,0
4005,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0
4006,1,2,2,0,2,2,0,0,1,0,1,1,2,0,0,0,2,1,2,0
4007,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,1,1,2,0,0
4008,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0
4009,0,0,0,2,2,1,0,0,1,0,2,0,2,0,0,0,2,2,0,2
4010,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,1,1,1,0,1
4011,2,0,2,0,0,0,2,1,0,1,0,0,0,1,1,1,0,0,2,0
4012,2,0,0,0,1,2,0,0,2,2,2,0,1,1,0,1,0,0,1,0
4013,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,2
4014,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0
4015,0,1,0,0,2,2,0,2,1,0,1,0,0,2,0,2,1,0,0,0
4016,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
4017,0,2,0,0,2,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0
4018,0,0,0,2,2,2,2,0,2,2,0,0,0,2,2,0,0,2,2,2
4019,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2,0,2,1,2
4020,0,0,1,0,0,2,0,1,2,2,2,0,0,0,0,1,0,0,0,2
4021,0,1,0,2,0,1,1,0,0,0,1,0,0,2,0,1,0,0,2,0
4022,1,0,2,2,2,0,0,0,2,1,2,0,2,0,0,0,1,0,0,1
4023,1,0,0,0,0,0,1,0,2,0,0,2,0,2,0,0,2,0,2,0
4024,2,2,0,1,0,0,2,0,0,0,1,0,0,0,2,0,0,1,1,0
4025,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0
4026,1,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,2,2
4027,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
4028,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,2,2
4029,2,0,2,0,0,2,0,0,2,0,0,1,0,0,1,2,0,0,0,1
4030,0,0,0,0,0,2,1,1,0,2,0,0,2,0,0,1,0,1,0,0
4031,2,0,0,0,0,2,1,0,2,2,2,0,1,1,1,2,1,1,1,0
4032,0,0,0,2,1,0,0,0,0,2,2,0,0,0,1,2,0,0,2,0
4033,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0
4034,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,2
4035,1,2,0,0,1,0,1,2,2,2,0,2,0,2,0,1,1,0,0,2
4036,2,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,1,0
4037,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0
4038,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,2
4039,1,0,0,0,1,1,0,0,2,0,0,0,0,2,2,0,2,1,2,0
4040,0,0,0,0,0,0,0,1,1,2,0,2,0,2,0,1,1,1,0,0
4041,0,1,2,0,0,2,2,1,1,2,1,0,0,1,2,1,2,0,0,0
4042,2,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
4043,2,2,1,0,0,0,0,1,0,0,0,2,0,0,2,0,2,1,2,2
4044,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,2,2,2,1,2
4045,0,0,0,0,0,2,0,2,0,0,0,2,2,2,1,0,2,2,2,2
4046,0,1,0,0,0,1,2,2,0,0,0,2,0,2,2,1,2,0,2,0
4047,2,0,2,2,1,2,1,0,0,2,0,1,2,0,1,0,2,0,1,0
4048,1,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2
4049,2,0,0,1,0,1,0,0,2,2,0,1,0,0,2,2,0,0,2,2
4050,0,1,0,0,0,1,1,2,0,0,2,1,0,2,1,0,1,0,0,2
4051,1,0,0,0,0,2,0,1,1,0,2,0,2,0,2,0,0,1,1,1
4052,2,2,2,0,2,1,1,1,0,2,2,0,0,0,0,0,1,0,2,0
4053,2,1,0,2,1,2,1,2,2,0,1,2,2,0,0,1,0,0,0,0
4054,1,1,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,2,2,0
4055,1,1,0,1,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,1
4056,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2
4057,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2
4058,1,0,1,0,0,0,2,0,2,0,0,0,2,0,2,0,2,0,1,2
4059,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,2,0,2,0,0
4060,0,2,2,0,0,0,1,0,0,2,2,1,0,2,2,0,2,1,0,0
4061,0,2,2,2,0,0,0,0,1,0,2,0,2,1,0,1,0,0,2,0
4062,1,0,0,0,0,0,0,1,0,2,0,2,0,1,2,0,0,1,2,0
4063,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0
4064,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
4065,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0
4066,0,1,2,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,1,1
4067,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,2,0,1
4068,1,2,0,0,0,0,0,0,2,0,2,0,2,0,1,1,1,0,0,0
4069,0,0,0,0,2,0,1,1,0,0,2,0,2,0,0,0,2,2,0,2
4070,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,2
4071,1,1,2,0,1,0,2,2,1,1,0,0,1,2,0,0,2,0,0,0
4072,0,2,0,0,1,0,0,0,1,1,2,0,0,2,0,1,0,2,0,1
4073,2,2,0,1,0,0,0,0,1,0,0,0,1,2,2,0,2,0,0,2
4074,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
4075,0,1,0,2,1,1,2,2,0,1,0,0,1,1,1,0,0,0,1,1
4076,1,2,1,2,0,0,0,0,1,2,0,0,0,0,0,1,2,0,2,0
4077,0,0,2,1,0,2,0,0,1,0,0,0,0,2,0,1,0,0,2,0
4078,2,2,0,0,0,0,1,2,2,2,0,0,0,2,0,1,0,1,0,0
4079,2,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,1
4080,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,2,2,0,0,2
4081,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4082,0,0,2,0,1,1,0,0,0,0,1,1,0,2,0,1,1,0,1,2
4083,0,1,0,2,1,1,0,1,0,1,2,1,2,2,2,0,0,0,2,0
4084,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
4085,0,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2,0
4086,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0
4087,0,1,0,0,0,0,0,2,1,2,0,2,0,2,1,1,2,0,0,0
4088,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
4089,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,2,0,2,0
4090,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4091,0,2,1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
4092,1,1,2,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,2,1
4093,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0
4094,2,0,1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,2,2,1
4095,0,0,0,0,0,1,2,0,0,0,1,0,1,2,0,0,0,2,0,0
4096,0,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
4097,2,2,0,0,0,0,0,2,2,0,0,1,1,1,1,1,0,1,0,0
4098,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,1,0,0,1
4099,0,1,2,2,0,0,1,2,1,0,0,0,0,0,1,1,0,2,1,0
4100,0,0,0,0,1,0,0,1,2,0,0,2,1,1,0,0,2,0,2,0
4101,0,0,0,0,2,2,0,1,0,0,1,0,1,0,2,0,2,0,2,0
4102,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,0,2
4103,2,1,2,0,0,0,2,1,0,0,2,2,0,0,0,2,0,1,0,2
4104,2,1,0,0,1,0,0,0,0,2,0,1,2,0,0,2,1,0,0,0
4105,2,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0
4106,2,0,0,0,2,1,2,0,2,0,0,0,1,0,0,2,1,0,1,0
4107,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0
4108,1,0,0,0,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1
4109,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,1,0
4110,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2
4111,0,2,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0
4112,1,0,0,0,1,2,2,0,2,1,1,0,2,2,2,1,0,0,1,0
4113,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
4114,0,0,0,2,0,2,2,0,0,0,0,0,2,1,0,2,0,0,2,0
4115,2,0,0,0,1,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0
4116,0,2,2,0,0,0,0,2,1,2,0,0,0,0,0,0,1,2,0,0
4117,1,2,0,0,2,2,0,1,1,0,0,2,0,0,2,0,1,0,0,0
4118,0,1,0,0,2,2,0,1,0,0,2,0,0,0,0,1,0,0,2,0
4119,1,2,2,0,0,2,0,0,1,1,0,0,2,0,0,2,2,0,0,0
4120,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0,2,1,0,0,0
4121,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2,0,0,0,1,0
4122,0,0,0,0,2,0,0,1,0,1,0,2,0,2,0,1,2,0,0,0
4123,0,2,0,0,2,2,1,0,2,2,2,1,0,0,0,0,0,0,0,0
4124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
4125,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0
4126,0,0,0,1,1,0,0,0,2,2,1,1,1,0,1,1,0,1,2,0
4127,0,2,0,0,1,0,1,0,0,2,0,2,0,2,1,0,0,0,0,0
4128,0,0,0,0,2,2,0,1,2,1,0,0,0,0,0,2,0,0,0,0
4129,1,2,0,0,0,0,0,0,2,1,2,2,2,0,0,1,0,0,1,0
4130,0,0,0,0,2,0,2,0,0,1,0,0,0,2,0,0,0,1,1,0
4131,2,0,0,0,2,1,2,0,0,1,2,0,1,0,0,0,1,2,2,1
4132,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,2,0
4133,2,0,0,0,0,2,1,1,1,2,0,2,2,2,0,0,0,0,1,0
4134,2,2,0,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,2
4135,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0
4136,0,1,0,2,0,2,1,0,2,0,0,0,2,1,1,0,1,0,0,1
4137,0,2,1,2,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0
4138,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
4139,0,0,0,0,0,1,1,0,2,0,0,0,2,0,2,2,2,1,1,0
4140,0,0,1,2,0,0,1,1,2,0,0,0,1,0,2,0,1,0,0,0
4141,1,2,0,0,0,1,0,0,0,0,1,1,2,0,2,2,2,2,0,0
4142,1,1,0,1,2,0,2,0,0,0,1,2,0,0,1,2,2,0,1,2
4143,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0
4144,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,1,2,0,2,0
4145,0,0,1,0,1,0,1,0,0,2,0,2,1,0,2,1,0,0,2,0
4146,1,0,0,0,1,2,0,0,2,0,0,1,0,0,0,2,0,2,2,2
4147,0,1,0,0,1,0,1,0,2,0,0,0,0,2,1,0,1,2,0,0
